ticker,quarter_end,consensus_eps,actual_eps,num_analysts,sector,market_cap
CSCO,2023-03-31,2.5774,2.6108,19,Technology,200000000000.0
CSCO,2023-06-30,2.8584,2.6847,17,Technology,200000000000.0
CSCO,2023-09-30,2.6188,2.4818,17,Technology,200000000000.0
CSCO,2023-12-31,2.6589,2.6661,17,Technology,200000000000.0
CSCO,2024-03-31,3.1999,3.0276,7,Technology,200000000000.0
CSCO,2024-06-30,3.0964,3.0682,17,Technology,200000000000.0
CSCO,2024-09-30,2.4079,2.3315,12,Technology,200000000000.0
CSCO,2024-12-31,2.988,2.8482,15,Technology,200000000000.0
CSCO,2025-03-31,2.8609,3.0037,17,Technology,200000000000.0
CSCO,2025-06-30,2.8929,2.8218,19,Technology,200000000000.0
CSCO,2025-09-30,3.0099,2.9283,16,Technology,200000000000.0
CSCO,2025-12-31,2.5604,2.6209,18,Technology,200000000000.0
CSCO,2026-03-31,2.8704,2.7151,6,Technology,200000000000.0
